SEGID,DY_VOL,FT,ATYPENAME,LANES,YEAR,FAC_WDAVG,modAadt,aadtAdjFactor,modForecast
1483_002.5,11580.8,5.0,Urban,2.0,2050,1.0924,10601,1034.0,11500.0
1483_003.0,6311.1,5.0,Suburban,2.0,2050,1.0924,5777,-1515.0,4300.0
1483_003.5,9294.3,5.0,Suburban,2.0,2050,1.0924,8508,-2484.0,6000.0
1483_004.0,9476.9,5.0,Suburban,2.0,2050,1.0924,8675,-1808.0,6900.0
1483_004.5,6051.3,5.0,Suburban,2.0,2050,1.0918,5542,-2703.0,2800.0
1483_005.0,7291.7,4.0,Suburban,2.0,2050,1.0924,6674,-2726.0,3900.0
1483_005.5,9520.6,4.0,Suburban,2.0,2050,1.0924,8715,-5003.0,3700.0
1484_000.4,22995.1,3.0,Urban,4.0,2050,1.0946,21007,-6780.0,14000.0
1484_000.7,11948.3,4.0,Suburban,2.0,2050,1.0946,10915,264.0,11000.0
1484_001.7,3482.4,5.0,Urban,2.0,2050,1.0946,3181,947.0,4100.0
1484_002.7,1772.8,5.0,Urban,2.0,2050,1.0924,1622,1525.0,3100.0
1485_000.0,5734.0,2.0,Suburban,2.0,2050,1.0918,5251,3403.0,8700.0
1485_000.5,739.0,5.0,Suburban,2.0,2050,1.0918,676,584.0,1300.0
1485_001.5,4126.7,5.0,Urban,2.0,2050,1.0924,3777,3318.0,7100.0
1485_002.5,4356.0,5.0,Urban,2.0,2050,1.0924,3987,1124.0,5100.0
1488_000.0,358.6,4.0,Urban,2.0,2050,1.0946,327,2459.0,2800.0
1489_000.0,14459.9,4.0,Urban,2.0,2050,1.0924,13236,-3243.0,10000.0
1489_001.0,15905.3,3.0,Urban,2.0,2050,1.0924,14559,-4039.0,10500.0
1489_001.5,18258.5,3.0,Suburban,2.0,2050,1.0924,16714,4988.0,21500.0
1489_002.0,23321.9,3.0,Urban,2.0,2050,1.0924,21349,-5293.0,16000.0
1490_000.0,22148.7,3.0,Urban,2.0,2050,1.0946,20234,968.0,21000.0
1490_001.0,27254.4,3.0,Suburban,2.0,2050,1.0946,24898,-3472.0,21500.0
1490_001.5,23493.5,3.0,Suburban,2.0,2050,1.0924,21506,-192.0,21500.0
1490_002.0,13456.9,3.0,Suburban,2.0,2050,1.0924,12318,1449.0,14000.0
1490_002.5,15978.2,4.0,Suburban,2.0,2050,1.0924,14626,-4854.0,9800.0
1490_003.0,14513.9,4.0,Suburban,2.0,2050,1.0924,13286,-3775.0,9500.0
1492_000.0,1911.8,5.0,Suburban,2.0,2050,1.0918,1751,5170.0,6900.0
1492_000.2,2066.9,5.0,Suburban,2.0,2050,1.0924,1892,5026.0,6900.0
1492_001.5,5226.8,5.0,Urban,2.0,2050,1.0924,4784,2704.0,7500.0
1492_002.5,4445.7,5.0,Suburban,2.0,2050,1.0924,4069,1923.0,6000.0
1492_003.0,8632.0,5.0,Suburban,2.0,2050,1.0924,7901,-647.0,7300.0
1492_003.5,14905.5,4.0,Urban,2.0,2050,1.0924,13644,-4179.0,9500.0
1495_000.0,206.6,5.0,Suburban,2.0,2050,1.0924,189,1594.0,1800.0
1495_001.3,1274.8,5.0,Suburban,2.0,2050,1.0924,1166,847.0,2000.0
1498_000.0,5261.3,5.0,Suburban,2.0,2050,1.0918,4818,1702.0,6500.0
1498_000.3,3633.7,5.0,Suburban,2.0,2050,1.0924,3326,2444.0,5800.0
1498_001.6,21889.0,3.0,Suburban,4.0,2050,1.0924,20037,-1055.0,19000.0
1500_000.0,4993.8,3.0,Suburban,2.0,2050,1.0924,4571,8538.0,13000.0
1500_000.8,12337.4,3.0,Suburban,2.0,2050,1.0924,11293,4099.0,15500.0
1504_000.0,1892.1,5.0,Transition,2.0,2050,1.0918,1733,832.0,2600.0
1504_000.3,2738.0,5.0,Suburban,2.0,2050,1.0924,2506,299.0,2800.0
1504_001.5,6162.5,5.0,Suburban,2.0,2050,1.0924,5641,-2689.0,3000.0
1504_002.5,2797.5,5.0,Suburban,2.0,2050,1.0924,2560,-882.0,1700.0
1504_003.0,3594.4,5.0,Suburban,2.0,2050,1.0924,3290,-804.0,2500.0
1504_003.5,4794.8,5.0,Suburban,2.0,2050,1.0924,4389,-2565.0,1800.0
1506_000.0,1115.2,5.0,Suburban,2.0,2050,1.0918,1021,7122.0,8100.0
1506_000.5,4333.6,5.0,Suburban,2.0,2050,1.0918,3969,6912.0,11000.0
1506_001.0,3161.7,5.0,Suburban,2.0,2050,1.0918,2895,6850.0,9700.0
1506_001.6,3677.7,5.0,Suburban,2.0,2050,1.0918,3368,4920.0,8300.0
1506_002.1,4784.8,5.0,Suburban,2.0,2050,1.0924,4380,4381.0,8800.0
1506_003.1,1323.0,5.0,Suburban,2.0,2050,1.0924,1211,5249.0,6500.0
1506_003.6,4135.9,5.0,Suburban,2.0,2050,1.0924,3786,3216.0,7000.0
1506_004.1,7139.2,5.0,Urban,2.0,2050,1.0924,6535,-48.0,6500.0
1508_000.4,15330.7,3.0,Transition,2.0,2050,0.0,0,0.0,0.0
1508_000.7,19307.3,3.0,Transition,4.0,2050,1.0918,17683,-9188.0,8500.0
1508_000.8,14058.5,3.0,Suburban,4.0,2050,1.0924,12869,-7344.0,5500.0
1508_001.2,18806.3,3.0,Suburban,4.0,2050,1.0946,17180,-11415.0,5800.0
1512_000.0,18322.8,3.0,Suburban,4.0,2050,1.0924,16772,-3422.0,13500.0
1826_014.6,5910.6,3.0,Suburban,2.0,2050,0.984,6006,-809.0,5200.0
1828_006.7,401.8,4.0,Rural,2.0,2050,0.984,408,-41.0,350.0
2030_000.0,33639.6,2.0,Suburban,4.0,2050,1.0918,30811,5455.0,36500.0
2030_000.7,35607.5,2.0,Suburban,4.0,2050,0.9593,37118,5447.0,42500.0
2030_001.8,22662.5,3.0,Suburban,2.0,2050,0.9593,23623,5537.0,29000.0
2030_002.7,3444.7,3.0,Suburban,2.0,2050,1.0918,3155,1547.0,4700.0
2030_004.6,58.0,3.0,Suburban,2.0,2050,1.0918,53,1981.0,2000.0
2030_005.1,4068.3,3.0,Suburban,2.0,2050,1.0918,3726,8351.0,12000.0
2030_006.5,16295.6,3.0,Suburban,2.0,2050,0.9593,16986,4966.0,22000.0
2030_007.7,16411.3,3.0,Suburban,2.0,2050,1.0924,15023,341.0,15500.0
2030_008.2,19211.1,3.0,Suburban,2.0,2050,1.0924,17586,5766.0,23500.0
2030_008.7,15220.5,3.0,Urban,4.0,2050,1.0924,13933,7741.0,21500.0
2030_009.1,19532.0,3.0,Urban,4.0,2050,1.0924,17879,2781.0,20500.0
2030_009.6,50555.6,3.0,Urban,6.0,2050,1.0924,46279,1742.0,48000.0
2030_010.0,74421.3,2.0,Urban,6.0,2050,1.0924,68126,-13950.0,54000.0
2030_010.2,74744.5,2.0,Suburban,6.0,2050,1.0924,68422,-15654.0,53000.0
2030_010.6,77188.7,2.0,Suburban,6.0,2050,1.0924,70659,-15510.0,55000.0
2030_010.8,77188.7,2.0,Suburban,6.0,2050,1.0924,70659,-15510.0,55000.0
2031_002.2,4449.1,5.0,Suburban,2.0,2050,1.0918,4075,-1250.0,2800.0
2032_000.0,4483.5,4.0,Urban,2.0,2050,1.0924,4104,280.0,4400.0
2032_001.2,4893.6,4.0,Suburban,2.0,2050,1.0924,4479,2923.0,7400.0
2032_001.6,10095.3,4.0,Suburban,2.0,2050,1.0924,9241,-1409.0,7800.0
2033_000.0,22025.9,2.0,Urban,4.0,2050,1.0946,20122,1742.0,22000.0
2033_000.7,26562.6,2.0,Urban,4.0,2050,1.0946,24266,-2046.0,22000.0
2034_000.0,3031.5,5.0,Suburban,2.0,2050,1.0918,2776,12377.0,15000.0
2034_001.1,17376.7,4.0,Urban,4.0,2050,1.0918,15915,10798.0,26500.0
2034_002.7,12932.7,3.0,Urban,2.0,2050,1.0924,11838,10188.0,22000.0
2034_003.2,20812.2,3.0,Suburban,2.0,2050,1.0924,19051,10149.0,29000.0
2034_003.5,13034.2,4.0,Suburban,2.0,2050,1.0924,11931,10914.0,23000.0
2034_003.8,13365.2,4.0,Suburban,2.0,2050,1.0924,12234,10351.0,22500.0
2034_004.4,14763.7,4.0,Suburban,2.0,2050,1.0924,13514,8632.0,22000.0
2035_001.6,19793.6,3.0,Suburban,2.0,2050,1.0918,18129,23931.0,42000.0
2035_002.0,15780.9,3.0,Suburban,2.0,2050,1.0924,14446,25907.0,40500.0
2035_002.5,19374.1,3.0,Suburban,2.0,2050,1.0924,17735,22469.0,40000.0
2035_003.0,26686.3,3.0,Urban,4.0,2050,1.0946,24379,16213.0,40500.0
2035_003.7,40335.8,3.0,Urban,6.0,2050,1.0946,36849,5917.0,43000.0
2035_004.1,45221.8,3.0,Urban,6.0,2050,1.0924,41396,-616.0,41000.0
2035_004.3,51481.9,3.0,Urban,6.0,2050,1.0946,47032,-8193.0,39000.0
2035_004.9,58229.9,3.0,Urban,6.0,2050,1.0924,53304,-8361.0,45000.0
2035_005.2,18816.0,3.0,Suburban,4.0,2050,1.0924,17224,-1677.0,15500.0
2035_005.5,12170.7,3.0,Suburban,4.0,2050,1.0924,11141,1770.0,13000.0
2035_006.5,7197.4,3.0,Suburban,2.0,2050,1.0924,6588,5110.0,11500.0
2036_000.0,20536.4,3.0,Urban,4.0,2050,1.0924,18799,7000.0,26000.0
2036_001.2,26644.5,3.0,Suburban,4.0,2050,1.0924,24390,2957.0,27500.0
2036_001.6,24375.7,3.0,Suburban,4.0,2050,1.0924,22313,36.0,22500.0
2036_002.2,23875.0,3.0,Suburban,4.0,2050,1.0924,21855,-837.0,21000.0
2036_002.6,27218.8,3.0,Suburban,4.0,2050,1.0924,24916,-4553.0,20500.0
2036_003.1,26645.3,3.0,Suburban,4.0,2050,0.0,0,0.0,0.0
2036_003.3,53796.6,2.0,Suburban,5.0,2050,0.0,0,0.0,0.0
2038_000.0,7526.6,3.0,Transition,2.0,2050,1.0918,6893,-5974.0,900.0
2038_000.9,20460.1,3.0,Suburban,4.0,2050,1.0924,18729,-11971.0,6800.0
2038_003.5,19072.7,3.0,Suburban,2.0,2050,1.0924,17459,-12346.0,5100.0
2038_003.7,18965.7,3.0,Suburban,2.0,2050,1.0924,17361,-11778.0,5600.0
2039_000.0,5162.2,4.0,Transition,2.0,2050,1.0918,4728,879.0,5600.0
2039_000.5,5093.5,4.0,Suburban,2.0,2050,1.0918,4665,1771.0,6400.0
2039_001.0,4858.3,4.0,Suburban,2.0,2050,1.0918,4449,2139.0,6600.0
2039_001.5,6724.6,4.0,Suburban,2.0,2050,1.0918,6159,751.0,6900.0
2039_001.7,8349.9,4.0,Suburban,2.0,2050,1.0924,7643,-309.0,7300.0
2039_002.3,7264.5,4.0,Suburban,2.0,2050,1.0924,6650,4163.0,11000.0
2039_002.8,10919.7,4.0,Suburban,2.0,2050,1.0924,9996,1208.0,11000.0
2039_003.3,5645.2,4.0,Suburban,2.0,2050,1.0924,5167,4267.0,9400.0
2039_004.3,11373.5,4.0,Suburban,2.0,2050,1.0924,10411,219.0,10500.0
2040_000.0,7897.5,5.0,Transition,2.0,2050,1.0918,7233,603.0,7800.0
2040_000.1,1515.8,5.0,Transition,2.0,2050,1.0918,1388,6792.0,8200.0
2040_001.0,2901.5,5.0,Transition,2.0,2050,1.0918,2657,5933.0,8600.0
2040_001.4,12404.2,3.0,Suburban,2.0,2050,1.0918,11361,-5951.0,5400.0
2040_001.9,16241.4,3.0,Suburban,2.0,2050,1.0918,14875,-8891.0,6000.0
2040_002.1,13664.4,3.0,Suburban,4.0,2050,1.0924,12508,-3591.0,8900.0
2040_002.7,11005.6,3.0,Suburban,2.0,2050,1.0924,10074,-2522.0,7600.0
2040_003.7,9575.4,3.0,Suburban,2.0,2050,1.0924,8765,1874.0,10500.0
2040_004.7,11211.7,3.0,Suburban,2.0,2050,1.0924,10263,173.0,10500.0
2040_005.2,9023.2,3.0,Suburban,2.0,2050,1.0924,8259,1385.0,9600.0
2040_006.4,10475.5,3.0,Urban,2.0,2050,1.0924,9589,-1058.0,8500.0
2040_007.2,12524.0,3.0,Suburban,2.0,2050,1.0924,11464,-4624.0,6800.0
2040_007.2,12524.0,3.0,Suburban,2.0,2050,1.0924,11464,-4624.0,6800.0
2040_007.2,12524.0,3.0,Suburban,2.0,2050,1.0924,11464,-4624.0,6800.0
2040_007.2,12524.0,3.0,Suburban,2.0,2050,1.0924,11464,-4624.0,6800.0
2040_007.6,14196.5,3.0,Suburban,2.0,2050,0.0,0,0.0,0.0
2040_008.2,17883.1,3.0,Suburban,2.0,2050,1.0924,16370,-3196.0,13000.0
2040_008.7,22632.3,3.0,Suburban,2.0,2050,1.0924,20717,-5858.0,15000.0
2040_008.9,12395.6,3.0,Suburban,2.0,2050,1.0924,11347,731.0,12000.0
2040_009.6,15418.5,3.0,Suburban,2.0,2050,1.0924,14114,-6305.0,7800.0
2040_010.6,17440.5,3.0,Suburban,2.0,2050,1.0924,15965,-2961.0,13000.0
2040_011.6,20417.7,3.0,Suburban,2.0,2050,1.0924,18690,-7508.0,11000.0
2040_012.6,25104.7,3.0,Suburban,4.0,2050,1.0924,22981,-12197.0,11000.0
2040_013.6,13238.5,3.0,Urban,4.0,2050,1.0946,12094,6188.0,18500.0
2040_014.6,16225.0,3.0,Urban,4.0,2050,1.0924,14852,2194.0,17000.0
2040_015.1,18697.7,3.0,Urban,4.0,2050,1.0946,17081,-692.0,16500.0
2040_015.6,11798.7,4.0,Urban,4.0,2050,1.0946,10779,7359.0,18000.0
2040_016.1,11093.8,4.0,Urban,3.0,2050,1.0946,10135,1189.0,11500.0
2040_016.7,6070.4,4.0,Urban,2.0,2050,1.0946,5545,2778.0,8300.0
2040_017.2,2202.1,4.0,Urban,2.0,2050,1.0946,2011,5837.0,7800.0
2041_000.0,11357.3,4.0,Urban,2.0,2050,1.0946,10375,84.0,10500.0
2041_001.2,12205.6,4.0,Urban,2.0,2050,1.0946,11150,-3936.0,7200.0
2041_001.6,5767.1,4.0,Urban,2.0,2050,1.0924,5279,-2232.0,3000.0
2043_000.0,5829.1,5.0,Suburban,2.0,2050,1.0946,5325,-3768.0,1600.0
2044_000.1,18768.5,5.0,Urban,2.0,2050,1.0946,17146,0.0,17000.0
2044_000.2,16765.9,4.0,Urban,2.0,2050,1.0946,15316,6275.0,21500.0
2044_000.4,25593.5,4.0,Urban,2.0,2050,1.0946,23381,-8571.0,15000.0
2044_000.6,19471.0,4.0,Suburban,2.0,2050,1.0924,17824,1576.0,19500.0
2044_001.1,8787.6,4.0,Suburban,2.0,2050,1.0924,8044,-631.0,7400.0
2046_000.0,4769.1,4.0,Urban,4.0,2050,1.0946,4356,-2042.0,2300.0
2046_001.4,5279.5,4.0,Suburban,2.0,2050,1.0924,4832,-407.0,4400.0
2046_002.0,1565.2,4.0,Suburban,1.0,2050,1.0918,1433,76.0,1500.0
2046_002.3,8809.9,3.0,Urban,2.0,2050,1.0924,8064,-412.0,7700.0
2046_004.7,5893.4,3.0,Urban,2.0,2050,1.0946,5384,-1927.0,3500.0
2047_000.0,1802.7,4.0,Urban,2.0,2050,1.0946,1646,-919.0,750.0
2048_000.0,8931.9,4.0,Suburban,2.0,2050,1.0924,8176,-1122.0,7100.0
2048_000.8,12572.6,4.0,Suburban,2.0,2050,1.0924,11509,-5359.0,6200.0
2049_000.0,31788.9,3.0,Urban,4.0,2050,1.0946,29041,6580.0,35500.0
2049_001.0,23412.1,3.0,Suburban,4.0,2050,1.0924,21431,2776.0,24000.0
2049_001.5,17739.0,3.0,Suburban,4.0,2050,1.0924,16238,2788.0,19000.0
2049_002.0,7974.6,4.0,Suburban,2.0,2050,1.0924,7300,2738.0,10000.0
2049_002.5,3966.6,4.0,Suburban,2.0,2050,1.0924,3631,-1512.0,2100.0
2049_003.2,4245.9,2.0,Transition,2.0,2050,1.0924,3886,-1714.0,2200.0
2050_000.9,15744.5,4.0,Urban,2.0,2050,1.0946,14383,-619.0,14000.0
2050_001.1,11483.1,4.0,Urban,2.0,2050,1.0946,10490,-1135.0,9400.0
2051_000.0,4608.8,4.0,Urban,2.0,2050,1.0946,4210,-2103.0,2100.0
2052_000.0,5824.8,5.0,Suburban,2.0,2050,1.0946,5321,-1734.0,3600.0
2052_000.9,7145.0,5.0,Urban,2.0,2050,1.0946,6527,-3978.0,2500.0
2054_000.8,925.4,5.0,Suburban,2.0,2050,1.0918,847,17.0,850.0
2055_000.0,4505.2,4.0,Urban,2.0,2050,1.0946,4115,-2353.0,1800.0
2057_000.0,5276.6,4.0,Urban,4.0,2050,1.0946,4820,-5960.0,-1140.0
2057_001.9,16004.1,3.0,Urban,2.0,2050,1.0918,14658,-3844.0,11000.0
2059_000.0,3749.2,5.0,Suburban,2.0,2050,1.0924,3432,-3083.0,350.0
2059_000.9,2044.2,5.0,Suburban,2.0,2050,1.0924,1871,-629.0,1200.0
2060_000.0,15623.3,3.0,Suburban,4.0,2050,0.9593,16286,681.0,17000.0
2060_000.4,17072.2,3.0,Suburban,4.0,2050,1.0918,15636,938.0,16500.0
2060_000.9,21197.7,3.0,Urban,4.0,2050,1.0918,19415,937.0,20500.0
2060_001.4,24559.3,3.0,Suburban,4.0,2050,1.0918,22494,1386.0,24000.0
2060_001.9,26861.7,3.0,Urban,4.0,2050,1.0924,24589,6862.0,31500.0
2060_002.5,40435.7,3.0,Urban,4.0,2050,1.0924,37015,-5100.0,32000.0
2060_002.8,33647.7,3.0,Urban,4.0,2050,1.0924,30801,5197.0,36000.0
2060_003.3,33491.2,3.0,Urban,4.0,2050,1.0946,30596,2352.0,33000.0
2060_003.8,38915.1,3.0,Urban,4.0,2050,1.0946,35551,-2734.0,33000.0
2060_004.0,38032.4,3.0,Urban,4.0,2050,1.0946,34745,1472.0,36000.0
2060_004.6,53559.4,3.0,Urban,6.0,2050,1.0924,49029,-12685.0,36500.0
2061_000.2,8840.6,4.0,Urban,2.0,2050,1.0946,8076,4534.0,12500.0
2061_001.1,9702.6,4.0,Suburban,2.0,2050,1.0924,8881,876.0,9800.0
2061_001.6,1956.9,4.0,Suburban,2.0,2050,1.0924,1791,3917.0,5700.0
2062_000.0,33462.7,3.0,Urban,4.0,2050,1.0946,30570,1594.0,32000.0
2062_000.5,26482.9,3.0,Urban,4.0,2050,1.0946,24194,2031.0,26000.0
2062_000.9,12539.7,4.0,Suburban,2.0,2050,1.0924,11479,646.0,12000.0
2062_002.1,8713.2,4.0,Suburban,2.0,2050,1.0924,7976,-675.0,7300.0
2062_002.4,6448.3,4.0,Suburban,2.0,2050,1.0924,5902,1403.0,7300.0
2063_000.0,2311.0,5.0,Urban,2.0,2050,1.0946,2111,-561.0,1600.0
2065_000.0,5531.0,4.0,Suburban,2.0,2050,1.0924,5063,-678.0,4400.0
2065_000.3,7762.1,4.0,Suburban,2.0,2050,1.0924,7105,-2239.0,4900.0
2066_000.0,7726.0,4.0,Suburban,2.0,2050,1.0924,7072,7837.0,15000.0
2066_002.7,8052.7,4.0,Suburban,2.0,2050,1.0924,7371,8964.0,16500.0
2066_004.2,6131.7,4.0,Urban,2.0,2050,1.0946,5601,10062.0,15500.0
2066_005.4,10418.4,4.0,Urban,2.0,2050,1.0924,9537,8056.0,17500.0
2066_006.1,13049.0,4.0,Urban,2.0,2050,1.0946,11921,6654.0,18500.0
2066_007.1,10769.8,4.0,Urban,2.0,2050,1.0924,9858,4046.0,14000.0
2066_008.6,9995.2,4.0,Urban,2.0,2050,1.0924,9149,134.0,9300.0
2066_009.6,16614.2,4.0,Urban,2.0,2050,1.0946,15178,-429.0,14500.0
2066_010.0,7958.2,4.0,Suburban,2.0,2050,1.0924,7285,-827.0,6500.0
2066_010.6,6841.5,4.0,Urban,2.0,2050,1.0924,6262,-922.0,5300.0
2067_000.0,6548.9,5.0,Urban,4.0,2050,1.0924,5994,1993.0,8000.0
2067_000.2,9100.0,3.0,Urban,4.0,2050,1.0924,8330,1177.0,9500.0
2067_000.5,12916.9,3.0,Urban,2.0,2050,1.0924,11824,-2937.0,8900.0
2067_000.7,14951.6,3.0,Urban,2.0,2050,1.0924,13686,-4481.0,9200.0
2067_001.3,15729.8,3.0,Suburban,2.0,2050,1.0924,14399,-6847.0,7600.0
2067_001.9,10402.0,5.0,Suburban,2.0,2050,1.0924,9522,-2324.0,7200.0
2067_002.4,4928.8,5.0,Suburban,2.0,2050,1.0924,4511,871.0,5400.0
2067_002.9,5628.0,5.0,Suburban,2.0,2050,1.0924,5151,-527.0,4600.0
2067_003.4,5221.5,5.0,Suburban,2.0,2050,1.0924,4779,250.0,5000.0
2068_000.0,14649.7,3.0,Suburban,2.0,2050,1.0924,13410,3230.0,16500.0
2068_000.6,14395.4,3.0,Urban,2.0,2050,1.0924,13177,2729.0,16000.0
2068_001.5,25226.5,3.0,Suburban,4.0,2050,1.0946,23046,3854.0,27000.0
2068_001.8,23017.6,3.0,Suburban,4.0,2050,1.0924,21070,-3451.0,17500.0
2068_002.9,24104.4,3.0,Suburban,4.0,2050,1.0924,22065,3156.0,25000.0
2068_003.4,24461.8,3.0,Suburban,4.0,2050,1.0924,22392,8132.0,30500.0
2068_003.9,48858.4,2.0,Suburban,4.0,2050,1.0924,44725,-17708.0,27000.0
2068_004.4,39814.6,2.0,Urban,4.0,2050,1.0924,36446,-12982.0,23500.0
2068_005.4,25576.1,2.0,Urban,4.0,2050,1.0946,23365,5178.0,28500.0
2068_006.4,32721.3,2.0,Urban,4.0,2050,1.0946,29893,14051.0,44000.0
2068_007.5,40908.9,2.0,Urban,4.0,2050,1.0946,37373,4605.0,42000.0
2068_008.1,50013.9,2.0,Urban,6.0,2050,1.0946,45691,4353.0,50000.0
2068_008.5,16231.8,3.0,Urban,4.0,2050,1.0946,14828,8741.0,23500.0
2068_008.8,27264.9,3.0,Urban,4.0,2050,1.0946,24908,-2988.0,22000.0
2068_009.1,32106.1,3.0,Urban,4.0,2050,1.0946,29331,133.0,29500.0
2068_009.3,28622.7,3.0,Suburban,4.0,2050,1.0946,26149,-3236.0,23000.0
2068_009.7,24840.7,3.0,Suburban,4.0,2050,1.0946,22693,820.0,23500.0
2068_010.4,22287.2,3.0,Suburban,4.0,2050,1.0946,20361,5221.0,25500.0
2071_001.8,39362.6,3.0,Urban,4.0,2050,1.0924,36033,1506.0,37500.0
2071_002.1,25958.5,3.0,Urban,4.0,2050,1.0924,23762,1310.0,25000.0
2071_002.8,23224.1,3.0,Urban,4.0,2050,1.0918,21271,-934.0,20500.0
2071_003.3,27679.8,3.0,Suburban,6.0,2050,1.0924,25338,-3519.0,22000.0
2071_003.6,30984.8,3.0,Suburban,6.0,2050,1.0924,28363,-8512.0,20000.0
2071_004.4,43271.7,3.0,Suburban,6.0,2050,1.0924,39611,8250.0,48000.0
2072_000.5,746.3,5.0,Urban,2.0,2050,1.0946,681,10651.0,11500.0
2072_001.1,8083.9,5.0,Suburban,2.0,2050,1.0924,7400,2370.0,9800.0
2074_000.0,15872.2,4.0,Suburban,2.0,2050,1.0924,14529,3089.0,17500.0
2074_000.6,11097.4,4.0,Transition,2.0,2050,1.0918,10164,3176.0,13500.0
2074_002.6,11257.2,4.0,Transition,2.0,2050,1.0918,10310,3831.0,14000.0
2074_004.4,10500.3,4.0,Suburban,2.0,2050,1.0924,9612,4309.0,14000.0
2076_000.0,21192.1,3.0,Urban,2.0,2050,1.0946,19360,-1737.0,17500.0
2076_000.4,16737.2,3.0,Urban,2.0,2050,1.0946,15290,-610.0,14500.0
2076_001.0,17344.8,3.0,Urban,2.0,2050,1.0946,15845,-2731.0,13000.0
2076_001.9,15445.8,3.0,Urban,2.0,2050,1.0946,14110,8346.0,22500.0
2076_002.8,22565.6,3.0,Urban,4.0,2050,1.0946,20615,2402.0,23000.0
2076_003.0,25105.3,3.0,Urban,4.0,2050,1.0946,22935,2269.0,25000.0
2076_003.6,26550.2,3.0,Urban,6.0,2050,1.0946,24255,2362.0,26500.0
2076_003.7,32032.5,3.0,Suburban,6.0,2050,1.0924,29323,6245.0,35500.0
2076_004.2,55986.7,3.0,Urban,6.0,2050,1.0946,51148,10717.0,62000.0
2076_004.6,17461.6,3.0,Urban,2.0,2050,1.0946,15952,17158.0,33000.0
2076_005.1,16738.3,3.0,Urban,2.0,2050,1.0946,15291,8994.0,24500.0
2076_005.7,17369.7,3.0,Suburban,4.0,2050,1.0924,15900,10433.0,26500.0
2076_006.3,23467.2,3.0,Suburban,4.0,2050,1.0946,21439,5758.0,27000.0
2076_006.4,23069.1,3.0,Urban,4.0,2050,1.0946,21075,5478.0,26500.0
2076_006.7,40430.5,3.0,Urban,4.0,2050,1.0946,36936,-7588.0,29500.0
2076_006.9,16125.2,3.0,Urban,4.0,2050,1.0946,14731,9295.0,24000.0
2076_007.0,11457.2,3.0,Urban,4.0,2050,1.0946,10467,11580.0,22000.0
2076_007.2,29976.1,3.0,Urban,4.0,2050,1.0946,27385,-3704.0,23500.0
2076_007.3,29744.7,3.0,Urban,4.0,2050,1.0946,27174,-20026.0,7100.0
2076_007.5,19458.1,3.0,Urban,4.0,2050,1.0946,17776,-9721.0,8100.0
2078_000.0,63673.5,3.0,Urban,6.0,2050,1.0946,58170,2106.0,60500.0
2078_000.1,51515.2,3.0,Urban,6.0,2050,1.0946,47063,6115.0,53000.0
2078_000.3,31616.8,3.0,Urban,4.0,2050,1.0946,28884,-2477.0,26500.0
2078_001.3,21689.8,3.0,Suburban,4.0,2050,1.0924,19855,7999.0,28000.0
2078_001.8,27198.9,3.0,Suburban,4.0,2050,1.0924,24898,445.0,25500.0
2078_002.3,15487.8,3.0,Suburban,4.0,2050,1.0924,14177,2939.0,17000.0
2078_002.8,8606.4,3.0,Suburban,2.0,2050,1.0924,7878,330.0,8200.0
2079_000.0,10748.3,3.0,Urban,2.0,2050,1.0946,9819,-7219.0,2600.0
2079_000.9,10075.3,3.0,Urban,2.0,2050,1.0946,9204,-7238.0,2000.0
2080_000.0,14273.4,4.0,Suburban,2.0,2050,1.0924,13066,-9878.0,3200.0
2080_000.5,11698.0,4.0,Suburban,2.0,2050,1.0924,10708,-8160.0,2500.0
2080_001.0,11611.7,4.0,Urban,2.0,2050,1.0924,10629,-10423.0,200.0
2080_001.5,11798.2,4.0,Urban,2.0,2050,1.0924,10800,-10715.0,80.0
2080_002.0,13749.8,4.0,Urban,2.0,2050,1.0924,12586,-633.0,12000.0
2080_002.5,13801.6,4.0,Urban,2.0,2050,1.0946,12608,-2020.0,10500.0
2080_003.0,16189.2,4.0,Urban,2.0,2050,1.0946,14790,-3634.0,11000.0
2080_003.9,22128.7,4.0,Urban,4.0,2050,1.0946,20216,-1282.0,19000.0
2080_004.2,20333.3,4.0,Urban,4.0,2050,1.0946,18576,-5274.0,13500.0
2080_004.6,14160.4,4.0,Urban,2.0,2050,1.0946,12936,736.0,13500.0
2080_005.7,10120.6,4.0,Urban,2.0,2050,1.0946,9245,3132.0,12500.0
2080_006.9,11146.3,4.0,Suburban,2.0,2050,1.0924,10203,4831.0,15000.0
2080_007.6,5286.2,5.0,Suburban,2.0,2050,1.0924,4839,10268.0,15000.0
2080_008.6,6387.0,5.0,Suburban,2.0,2050,1.0924,5846,-4545.0,1300.0
2080_009.3,7378.2,5.0,Suburban,2.0,2050,1.0924,6754,-5705.0,1000.0
2082_000.0,27339.2,2.0,Urban,6.0,2050,1.0946,24976,-19393.0,5600.0
2082_000.1,22296.9,2.0,Urban,4.0,2050,1.0924,20410,-11018.0,9400.0
2082_000.8,16905.7,2.0,Suburban,4.0,2050,1.0946,15444,-4048.0,11500.0
2082_001.5,13512.2,2.0,Suburban,4.0,2050,1.0924,12369,-2367.0,10000.0
2082_002.7,20211.7,2.0,Suburban,4.0,2050,1.0918,18512,-9764.0,8700.0
2082_002.9,4001.8,2.0,Suburban,4.0,2050,1.0918,3665,2653.0,6300.0
